symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-mpg,price,price-binned,fuel-type_diesel,fuel-type_gas
99,0,108.0,nissan,std,four,wagon,fwd,front,100.4,0.6492537313432836,0.9236111111111112,0.9381270903010034,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13.823529411764707,22,14399,Low,0,1
100,0,108.0,nissan,std,four,sedan,fwd,front,100.4,0.6492537313432836,0.9236111111111112,0.9214046822742475,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,12.368421052631579,25,13499,Low,0,1
101,3,194.0,nissan,std,two,hatchback,rwd,front,91.3,0.4417910447761193,0.9430555555555556,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,25,17199,Low,0,1
102,3,194.0,nissan,turbo,two,hatchback,rwd,front,91.3,0.4417910447761193,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,13.823529411764707,23,19699,Medium,0,1
103,1,231.0,nissan,std,two,hatchback,rwd,front,99.2,0.5582089552238807,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,25,18399,Low,0,1
104,0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,11900,Low,0,1
105,0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,13200,Low,1,0
106,0,122.0,peugot,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.9500000000000001,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,12440,Low,0,1
107,0,122.0,peugot,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.9500000000000001,0.9816053511705687,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25,13860,Low,1,0
108,0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24,15580,Low,0,1
109,0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,16900,Low,1,0
110,0,122.0,peugot,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.9500000000000001,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24,16695,Low,0,1
111,0,122.0,peugot,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.9500000000000001,0.9816053511705687,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25,17075,Low,1,0
112,0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,16630,Low,0,1
113,0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,17950,Low,1,0
114,0,161.0,peugot,turbo,four,sedan,rwd,front,108.0,0.6805970149253731,0.9486111111111111,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,13.055555555555555,24,18150,Low,0,1
115,1,119.0,plymouth,std,two,hatchback,fwd,front,93.7,0.24179104477611965,0.8861111111111111,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,41,5572,Low,0,1
116,1,119.0,plymouth,turbo,two,hatchback,fwd,front,93.7,0.24179104477611965,0.8861111111111111,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,30,7957,Low,0,1
117,1,154.0,plymouth,std,four,hatchback,fwd,front,93.7,0.24179104477611965,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6229,Low,0,1
118,1,154.0,plymouth,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.8861111111111111,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6692,Low,0,1
119,1,154.0,plymouth,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.8861111111111111,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,7609,Low,0,1
120,-1,74.0,plymouth,std,four,wagon,fwd,front,103.3,0.5,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.791666666666666,30,8921,Low,0,1
121,3,122.0,plymouth,turbo,two,hatchback,rwd,front,95.9,0.4791044776119402,0.9208333333333333,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,24,12764,Low,0,1
122,3,186.0,porsche,std,two,hatchback,rwd,front,94.5,0.41492537313432853,0.9486111111111111,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,12.368421052631579,27,22018,Medium,0,1
123,3,122.0,porsche,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,32528,High,0,1
124,3,122.0,porsche,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,34028,High,0,1
125,3,122.0,porsche,std,two,convertible,rwd,rear,89.5,0.41492537313432853,0.9027777777777778,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,37028,High,0,1
126,0,122.0,renault,std,four,wagon,fwd,front,96.1,0.6029850746268658,0.9236111111111112,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,31,9295,Low,0,1
127,2,122.0,renault,std,two,hatchback,fwd,front,96.1,0.5328358208955226,0.9249999999999999,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,31,9895,Low,0,1
128,3,150.0,saab,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11.19047619047619,28,11850,Low,0,1
129,2,104.0,saab,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28,12170,Low,0,1
130,3,150.0,saab,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,11.19047619047619,28,15040,Low,0,1
131,2,104.0,saab,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28,15510,Low,0,1
132,3,150.0,saab,turbo,two,hatchback,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26,18150,Low,0,1
133,2,104.0,saab,turbo,four,sedan,fwd,front,99.1,0.6791044776119403,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26,18620,Medium,0,1
134,2,83.0,subaru,std,two,hatchback,fwd,front,93.7,0.23582089552238822,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,7.580645161290323,36,5118,Low,0,1
135,2,83.0,subaru,std,two,hatchback,fwd,front,93.7,0.25074626865671656,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31,7053,Low,0,1
136,2,83.0,subaru,std,two,hatchback,4wd,front,93.3,0.24179104477611965,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31,7603,Low,0,1
137,0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.34375,37,7126,Low,0,1
138,0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,8.392857142857142,33,7775,Low,0,1
139,0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.038461538461538,32,9960,Low,0,1
140,0,102.0,subaru,std,four,sedan,4wd,front,97.0,0.46119402985074637,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.791666666666666,25,9233,Low,0,1
141,0,102.0,subaru,turbo,four,sedan,4wd,front,97.0,0.46119402985074637,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.791666666666666,29,11259,Low,0,1
142,0,89.0,subaru,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8.392857142857142,32,7463,Low,0,1
143,0,89.0,subaru,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.4,31,10198,Low,0,1
144,0,85.0,subaru,std,four,wagon,4wd,front,96.9,0.48507462686567165,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.217391304347826,29,8013,Low,0,1
145,0,85.0,subaru,turbo,four,wagon,4wd,front,96.9,0.48507462686567165,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.217391304347826,23,11694,Low,0,1
146,1,87.0,toyota,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6.714285714285714,39,5348,Low,0,1
147,1,87.0,toyota,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38,6338,Low,0,1
148,1,74.0,toyota,std,four,hatchback,fwd,front,95.7,0.26268656716417904,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38,6488,Low,0,1
149,0,77.0,toyota,std,four,wagon,fwd,front,95.7,0.42686567164179096,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,37,6918,Low,0,1
150,0,81.0,toyota,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32,7898,Low,0,1
151,0,91.0,toyota,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32,8778,Low,0,1
152,0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37,6938,Low,0,1
153,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37,7198,Low,0,1
154,0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.911764705882353,36,7898,Low,1,0
155,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.184210526315789,47,7788,Low,1,0
156,0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.184210526315789,47,7738,Low,0,1
157,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34,8358,Low,0,1
158,0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34,9258,Low,0,1
159,1,168.0,toyota,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34,8058,Low,0,1
160,1,168.0,toyota,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34,8238,Low,0,1
161,1,168.0,toyota,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29,9298,Low,0,1
162,1,168.0,toyota,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29,9538,Low,0,1
163,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,8449,Low,0,1
164,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,9639,Low,0,1
165,2,134.0,toyota,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,9989,Low,0,1
166,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,11199,Low,0,1
167,2,134.0,toyota,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,11549,Low,0,1
168,2,134.0,toyota,std,two,convertible,rwd,front,98.4,0.5238805970149253,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,17669,Low,0,1
169,-1,65.0,toyota,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.10344827586207,34,8948,Low,0,1
170,-1,65.0,toyota,turbo,four,sedan,fwd,front,102.4,0.5149253731343284,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,7.833333333333333,33,10698,Low,1,0
171,-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,9988,Low,0,1
172,-1,65.0,toyota,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,10898,Low,0,1
173,-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,11248,Low,0,1
174,3,197.0,toyota,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,11.75,24,16558,Low,0,1
175,3,197.0,toyota,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.368421052631579,24,15998,Low,0,1
176,-1,90.0,toyota,std,four,sedan,rwd,front,104.5,0.6970149253731346,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,11.75,24,15690,Low,0,1
177,-1,122.0,toyota,std,four,wagon,rwd,front,104.5,0.6970149253731346,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,12.368421052631579,24,15750,Low,0,1
178,2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46,7775,Low,1,0
179,2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,7975,Low,0,1
180,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46,7995,Low,1,0
181,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,8195,Low,0,1
182,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,8495,Low,0,1
183,2,94.0,volkswagen,turbo,four,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.351351351351352,42,9495,Low,1,0
184,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.038461538461538,32,9995,Low,0,1
185,3,122.0,volkswagen,std,two,convertible,fwd,front,94.5,0.27164179104477637,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29,11595,Low,0,1
186,3,256.0,volkswagen,std,two,hatchback,fwd,front,94.5,0.3671641791044775,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29,9980,Low,0,1
187,0,122.0,volkswagen,std,four,sedan,fwd,front,100.4,0.5835820895522387,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,12.368421052631579,24,13295,Low,0,1
188,0,122.0,volkswagen,turbo,four,sedan,fwd,front,100.4,0.5835820895522387,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.121212121212121,38,13845,Low,1,0
189,0,122.0,volkswagen,std,four,wagon,fwd,front,100.4,0.6268656716417911,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,9.4,31,12290,Low,0,1
190,-2,103.0,volvo,std,four,sedan,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,12940,Low,0,1
191,-1,74.0,volvo,std,four,wagon,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,13415,Low,0,1
192,-2,103.0,volvo,std,four,sedan,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28,15985,Low,0,1
193,-1,74.0,volvo,std,four,wagon,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28,16515,Low,0,1
194,-2,103.0,volvo,turbo,four,sedan,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22,18420,Low,0,1
195,-1,74.0,volvo,turbo,four,wagon,rwd,front,104.3,0.711940298507463,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22,18950,Medium,0,1
196,-1,95.0,volvo,std,four,sedan,rwd,front,109.1,0.711940298507463,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,16845,Low,0,1
197,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,12.368421052631579,25,19045,Medium,0,1
198,-1,95.0,volvo,std,four,sedan,rwd,front,109.1,0.711940298507463,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,13.055555555555555,23,21485,Medium,0,1
199,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.038461538461538,27,22470,Medium,1,0
200,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12.368421052631579,25,22625,Medium,0,1
